c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
7362,Catie,Netherlands,527,xZVSLjV,342.9,ZyrFD,sJV
7363,Bennie,Kenya,514,IXLhrNnwm,615.36,mOXd,gXVxSvyOd
7364,Nerita,Cook Islands,935,LmdNUF,411.03," lFxmhBo",NT eSVg
7365,Craggie,Jersey,903,wgOGcyQy,178.23,SuUn,jAeFiJFlz
7366,Tristram,Malawi,302,SYrrU,791.55,fEYHlShd,quyLtAbTxS
7367,Olin,Sweden,89,ZXstol,461.26,kxPcx,ZpXqMR
7368,Yoko,AndorrA,174,KKJ,604.04,AvPeOohl,LCGXuFvu
7369,Abram,Martinique,962,Cz,11.02,hN,bq
7370,Linehan,Peru,159,PIRIrlJU,716.14,MhkQBcQxh,GlrEFripqb
7371,Ingra,"Macedonia, The Former Yugoslav Republic of",914,Ww,603.85,qFUVk,jdLQLS
7372,Jacqui,Kenya,919,oy,715.86,iP,afAJ
7373,Tayib,Slovakia,990,ynVap,851.9,CPX,"oKWtrXF "
7374,Mott,Tonga,258,m bfbOFW,910.58,DiqeOM,IaAqPl
7375,Reinke,Gambia,28,NSnPCEDS,236.95,LNnCkFYWp,loj
7376,Kinnard,Singapore,518,oB Ajal,670.7,FVhqN IgIy,zvz
7377,Pierette,Peru,880,ty,779.25,jr,qTh
7378,Wenda,United States Minor Outlying Islands,723,YuLwVs,140.33,AZjrP,JsGjg
7379,Blisse,Croatia,784,XGFMh,564.34,sk,ivoTQlZSbS
7380,Lacombe,Holy See (Vatican City State),930,COPDwgU,949.08,rKbzXotORq,gc
7381,Taam,Libyan Arab Jamahiriya,188,mYxZjln,462.27,QDfpU,eVZ
7382,Ardra,Central African Republic,561,LZL,997.69,luPHlyU,HeRDDz
7383,Lilybelle,Cuba,511,VSDYkJ,759.78,Hc,RTs
7384,Diogenes,Wallis and Futuna,225,Tasgx,580.13,jytmckLhd,EU
7385,Jobi,Ecuador,182,Bubd,479.72,SNMKdDC,dInPrbDXkl
7386,Robertson,Dominican Republic,364,RDKZ,240.35,sqRRnu,aPFtf
7387,Meli,Madagascar,340,hvbsazGj,678.33,"S ",AuusNnS
7388,Mullane,Lithuania,497,QaUqOWNu,92.11,tPsboIJl,o n
7389,Chinua,"Moldova, Republic of",938,xvXaehk,343.9,JrCLwpGh,QwG
7390,Yorick,"Virgin Islands, British",557,VRjCRpjMU,213.49,ToFvh,KA n
7391,Yate,Brazil,984,mRZlh,344.34,jxCYEi,cBoTV
7392,Georas,Thailand,122,NYNoX,673.83,HkwEri,a VPCHBz
7393,Ingra,Western Sahara,412,CWDO,532.1,KWzNiGU," nkRQJiQmY"
7394,Fadiman,"Macedonia, The Former Yugoslav Republic of",290,GpV,473.09,gdKgWoV,uLt
7395,Fulmer,Algeria,662,zmrchfn,140.53,SqpN,oHacYL
7396,Peonir,Niger,96,PCa,184.2,EArOC,simEqMPN
7397,Ilka,Tunisia,500,ZH,219.99,VqtyzpCvR,URSas
7398,Margarete,Anguilla,366,xLifE,717.29,kOp,WDjS
7399,Ezar,Togo,95,Yn,569.33,snldQcUn,dV yH
7400,Rugen,Bahamas,706,tAAz,284.23,Bad,OwpUm
7401,Noelyn,Morocco,742,jQkDf,189.54,MSLHZe,yNTaHKgFNs
7402,Stanwood,Morocco,890,QkcA,194.48,N w,tNh bslf
7403,Trace,Sierra Leone,145,fsfc,215.57,"TwZBtVbrL ",E Y
7404,Nunci,Palau,730,kmryuqs,979.63,iJkBUCT,gVzwQPSg
7405,Lareena,Belgium,324,cz,308.9,pkO,SsDD
7406,Zetta,Egypt,143,awdrsXTx,824.79,VZt,ad uHyFTLB
7407,Garbe,New Caledonia,924,XFo,996.33,eULklzlZF,YxcrO
7408,Oneida,Iceland,18,gbpC,732.64,XScgootc,xNaBaW
7409,Nadia,Netherlands Antilles,231,sK,121.38,IwY,BHvzqRl
7410,Sheng,Norfolk Island,453,DVOHqum,59.37,WqmzKGf,"kewO "
7411,Toor,Nauru,560,vOZJ,825.8,mTV,LeSFUUVg
7412,Carmena,Syrian Arab Republic,508,wGgc,438.7,wjSi,pAwWkP
7413,Shaddock,Estonia,524,tDn,30.75,ovrp,ZzaFhd
7414,Love,Tonga,730,uVlUgGrXd,482.83,qsP,IMjzzUI
7415,Kellby,Cyprus,527,yYoQhpBJJ,723.47,Czxb,qRsMOBjTv
7416,Daegal,Kiribati,517,"psKKskq ",31.79,FimEO,eZVsMZQ
7417,Masao,Papua New Guinea,566,GshBl,718.54,ZEdOK,mTvgiSO
7418,Ethban,Montserrat,678,MA,640.89,r pmcw,DELXLZH
7419,Holtz,Mauritius,96,CoOPnDP,162.5,VcplX,ArYyUoayB
7420,An,Argentina,1,meqTGXlfP,351.62,HkqhAjRnsa,CygWIADW
7421,Schroth,Australia,889,Wd,738.49,YKFsWFnY,GWc
7422,Bari,Japan,718,Tcj,772.73,iuV,OIvdJyPyM
7423,Levey,Mauritania,656,MZJpjpv,968.46,pQ,Hka
7424,Vernier,Comoros,950,QwpBxTdqS,611.73,jy,TOOYWN
7425,Mayeda,Greece,575,xdXC,776.5,LydT,plkysFIUdQ
7426,Maribeth,Dominican Republic,424,LfgZ,236.54,OrYwb,"y "
7427,Seligman,Albania,198,"ZKFPF ",985.2,NDrvuS,sxWzoIXDQe
7428,Pascia,Mali,938,GRKEIgfxa,935.96,yktDfUw,QPmGk
7429,Hanshaw,Lithuania,237,VzmUqNO,57.63,mKDDVVA,hJNwC TuEp
7430,Edvard,Seychelles,789,MMtGNb,370.95,EcL,hYdowDJFBl
7431,Alarise,Azerbaijan,866,Yh,695.95,mcN,CtdJW
7432,Santoro,Austria,462,CtOlGx,45.43,FgeS B,tqCcuVQNX
7433,Parette,Oman,883," XiiMG",935.98,QlCdRwGq,kANbrcHWLs
7434,Isidore,Cocos (Keeling) Islands,989,kt,200.64,zIPos,FMn Uz
7435,Toffic,Spain,361,FucBGZU,417.57,JWdeCz,uQrZuaqc
7436,Olin,Greenland,911,BBtuBCwaC,840.96,snwHgsgyEJ,SbwOfoR
7437,Obed,Thailand,553,BIUjcbP,520.58,Eooqzi,bOF
7438,Peg,Lesotho,562,LMR,43.61,rB,KfCMZ
7439,Georas,Mauritius,774,slkFN e,541.43,TJt,AWISWDiCpS
7440,Ackerley,Tuvalu,668,pfUvfj,810,HtXe,JSpC
7441,Gahl,Chad,30,spqP,769.28,BOYhOt,l Kp
7442,Ajay,Tonga,566,ZQl,192.95,OQ,"xgfhtM "
7443,Gaynor,"Palestinian Territory, Occupied",325,ePYK,445.53,RVE,wyUQZmNx
7444,Lilas,Finland,468,Mw,776.74,gfLX,FoYH
7445,Euridice,Paraguay,282,tiJ,678.8,TABmbvAGsb,gjNnIlSg
7446,Ralfston,Bahrain,435,tJwopZ,941.99,WYhDMRcXo,lICi
7447,Zina,Åland Islands,974,SaPH,965.38,dzvLRqSOth,n BaEME
7448,Vilma,Poland,660,yZJVU,125.46,lnsERH,Whd
7449,Niccolo,"Cote D""Ivoire",965,VOVRUAOL,790.25,WWTRo,LqLZABsNk
7450,Lipson,Kiribati,857,TyTksSG,561.95,bGVfaCCUb,PyiuDanYUl
7451,Linskey,Suriname,950,ZhUJyJcZ,188.28,Pb,lUlsrsDOi
7452,Roumell,Saint Pierre and Miquelon,436,ASh,991.41,VtyI,msnalH
7453,Rustice,Nigeria,412,fEMS,769.43,xDCEOQc,ICaTeuJcA
7454,Lory,Guinea-Bissau,136,lau,395.85,lZgXsHE,eotutATUr
7455,Lesley,New Caledonia,806,dy,64.92,Ezcna,RrPPFG
7456,Melan,Nicaragua,699,odo,763.05,UuqoxwdEI,xpE
7457,Jobi,Israel,476,yz,292.51,HhDuwZlPid,zrkSNWY
7458,Dorothy,Netherlands Antilles,837,DVtN,831.62,lgHXKIOru,QxdIqrjl
7459,Podvin,Cameroon,446,x pyHj,211.99,rSPx,RZYK
7460,Nickola,Nigeria,604,zfW,240.62,bfvJ,MR
7461,Jobi,Spain,85,VD,696.04,nBKmt,LCWdnJTsv
7462,Velick,Philippines,624,jj,17.95,NCPuRuQOV,Mh
7463,Bari,Kuwait,66,GEWx,17.1,DPwLRLHeq,tnDSydVfuA
7464,Baudin,Bolivia,326,OamhHxe,824.67,bjp,rUzB
7465,Ehrman,"Korea, Democratic People""S Republic of",460,NI,260.59,wBQdC,W Gcc
7466,Bonilla,Dominica,882,kEMSVa,735.67,sSqq,onj
7467,Kinnard,Saint Helena,971,AJrOIywb,116.86,yjGUE F," Tdlu"
7468,Cleo,Venezuela,580,REGpBF,6.45,GOl CzHNN,uxZtzjiGF
7469,Iaverne,Sudan,832,LtTpF,793.5,DHUGYxL,coJULN
7470,Rogerio,Monaco,737,fQYOu cnl,936.41,mj,vkSdXpbaW
7471,Flyn,Antarctica,479,RIf,807.76,cinATRKHXn,yhe rHceyo
7472,Felecia,Nepal,780,HI,609.61,NX Nq,OmbmkQW
7473,Tryck,Cuba,130,vY,635.83,ClwLyS,"DRvcwvE "
7474,Aprile,Hong Kong,889,ygyCOaGA,904.04,txlRzMjRm,wixs zDIV
7475,Isacco,New Zealand,71,soEAsY,89.19,TpCbkGw,mAPE
7476,Bashemeth,Oman,700,dsbwHWEyH,293.34,nmxQBWH,OEA
7477,Cavan,Saint Helena,38,OsrZjf,643.54,gDMrEx,XSiJEtKJl
7478,Anastatius,Barbados,642,alXDIuPtc,706.48,MpL,JXYFkEiEB
7479,Goddard,Brazil,82,QtyIPytp,852.86,Tgz zb,QswB
7480,Adlare,Tonga,213,MUuUC,483.92,nCP,RXqGnn
7481,Minetta,Cyprus,321,DeemlPWf,520.15,MopzmDKJvF,xesH
7482,Talia,Ecuador,242,OJrTCab,781.95,moacjEXe,ye MbZr
7483,Roche,South Africa,558,mcWddJ,72.04,rJyxYArW,rlopR
7484,Graig,Togo,451," dgciL",892.08,Fgao,wwVW
7485,Rad,Guinea-Bissau,948,Fd,37.7,zq,gaOqQOz
7486,Melony,El Salvador,892,cEBm,896.89,FKJLx,bPorIODVF
7487,Alarise,United States,378,rueFrVBT,592.29,IxD,XmWML
7488,Niccolo,Indonesia,135,SkiZ,349.87,ggiNUoc,XnJGNjgWY
7489,Evangelia,Kyrgyzstan,855,IXHbEnoEa,866.58,OJnEfJZA,NoENO
7490,Pierette,Ecuador,286,N vHc,321.52,nqf,Jmxm
7491,Shama,Algeria,570,ruWs,348.78,oDlnzHr,HluexTAGe
7492,Frendel,Germany,550,XoAWCrD,924.62,MXvk,Uwx
7493,Rurik,Mauritania,252,HXgK,340.66,TvEIyzu,GfJsR
7494,Ajay,Gambia,351,YivJPWm,798.35,Ev,dyfcbtAmjb
7495,Brunell,Niue,784,kyRPpSqH,807.98,ZCLEoC,hneKzTmrU
7496,Urias,Montserrat,505,LmsbPII,703.43,jyBHrSS," EbrZB"
7497,Celestine,"Moldova, Republic of",188,mQi,776.07,lHr,KtP
7498,Seessel,Canada,792,fbMe,74.91,LDVmysCd,Fv
7499,Charmine,Vanuatu,256,xmFkKdtA,135.21,Vp,dTWmGxBxuA
7500,Regan,"Taiwan, Province of China",339,KciHD,538.88,WtMp,aSmdWvHUa
7501,Dulciana,Bahamas,497,tHaz,705.87,kLYSilCa,DowKxJcC
7502,Jenness,Ethiopia,12,FZDa,629.86,CWqScTAOi,hCfAGWPl
7503,Edee,Saint Lucia,787,ZKl,426.7,fxmrnOV,pj
7504,Klotz,Congo,406,XjCNqtETR,931.6,kDuMpa,jxVoQkN
7505,Myrilla,Nauru,808,DoehBYhnj,389.5,broTHxbVI,KzjmaVvDUB
7506,Estella,Guam,123,ULBeeOF,733.81,ZMZ L,xMLHXt
7507,Weitman,Jersey,756,uzeMKP,137.53,WlJSbWOvC,flMEqTDrN
7508,Jammal,Croatia,265,NVMMGIC,11.49,bwitvZXqbh,tLxjeuUJD
7509,Jaylene,Switzerland,543,WdiQIH,498.78,WQtG,GAOCyqANB
7510,Girardo,Cayman Islands,544,ER isK,366.44,Oqgy,iSDv
7511,Lenny,Argentina,222,pEdoxum,738.09,ZmNKEAzz,jemgeOpre
7512,Tyson,Iceland,589,BVP,9.56,HCuypS,eTxbsGK
7513,Hailee,Bhutan,923,RJVC,447.69,ZG,yW
7514,Ummersen,Tokelau,88,PubIeU,97.16,kNQcJGtj,cTRwoCPXCN
7515,Zola,Venezuela,152,KnDyT,790.62,eXUz,UqWfnePeIV
7516,Kinnard,Liberia,995,voQjUVUb,603.85,cGsVrb,nyoL
7517,Gombach,Costa Rica,590,pJRWTshs,307.46,Skvb,Wiit
7518,Faria,Kyrgyzstan,433,TnPzg,788.42,NsGajEq,PUF
7519,Kenney,Cook Islands,759,dZUNJRE,496.99,yjiIphw,qrqfo
7520,Melan,Cayman Islands,27,Ll,239.86,JtWcAYKL,vRB
7521,Ariella,Uganda,114,eFGhQHJ,689.66,KloqPImv,EidgRs
7522,Anyah,Saint Lucia,554,MrzbZHDr,470.41,yyLFmQTY,L PIVZzK
7523,Fosque,Malaysia,630,zlU FR,398.99,SiPiaQJeoY,CaC
7524,Demitria,Georgia,862,JWPSb,109.76,xsyrlXu,NZI
7525,Stephie,Egypt,488,xFRUmTiDQ,883.29,ct,qHYJCzWL
7526,Fredi,Czech Republic,369,qcNTwXREq,3.02,tQ,Fgg
7527,Stephie,Finland,477,ksGtDkS,374,rf,Xb
7528,Maisey,Guinea,661,TVnXmMXK,118.35,qNbDKM,gs BA
7529,Cavan,Uruguay,716,roLr,642.35,UU,ICVVAs
7530,Pip,Latvia,407,dTBZhEChN,748.61,cPmRLJUmJZ,AqBoBt
7531,Liva,Guatemala,283,vyeWmFcY,829.3,SY,gocn
7532,Seumas,Italy,629,rRx,143.21,bYy,DzAe
7533,Gregrory,Benin,325,fn,790.68,UJmQQ,SEl
7534,Warthman,Finland,965,nsFFK,434.4,"sSjliM ",pzsxCDPsnF
7535,Lytton,Niue,965,DyECO QZp,56.99,JZ,WdS
7536,Stanwood,Yemen,103,"fvhV ",97.23,wOmqg,LKfsFP
7537,Ackerley,Spain,952,rOXDOqESr,105.61,zJmssROLM,mME
7538,Anyah,Bulgaria,930,JDRyl,365.15,wgPuo,gjHxFzEVR
7539,Berl,Guinea,33,BfYG,988.71,HrkzsITqX,LtfiLQDKRQ
7540,Swanhildas,Cuba,896,GHKZY,647.9,yAe uhHXX,rxIXH
7541,Clara,Namibia,572,vFwpQtz,727.56,Zg,OPYTWY
7542,Korey,Cyprus,638," WvN",560.35,KFS,gdQ
7543,Ammann,Malta,986,zBc,310.61,AJnMMkFcs,slftmm
7544,Clywd,"Korea, Democratic People""S Republic of",548,qJWEylCyZ,820.3,MxXCyvv,kdCg
7545,Si,Svalbard and Jan Mayen,877,vMkguQJN,264.68,KPbioEP,ubmOeOOfT
7546,Beniamino,Armenia,448,CTFTOqcbT,253.64,EegdEJ,XdlA
7547,Beniamino,Jamaica,256,Kllrsm,979.39,EPgzyTJj,HAUtwf
7548,Mintz,Brazil,164,qW,883.77,hgfJbmX,nbWDKp
7549,Vernier,Estonia,274,OAUQ,135.13,DvAQ,XlJfMs
7550,Justinn,Puerto Rico,947,YKzNu,727.07,KObLWiEwOv,DlnmiP B
7551,Daniele,Viet Nam,258,ACAaAbIjg,368.01,HzPrzP,sy
7552,Marisa,Bhutan,714,nqcbHbO,838.41,OpEzcHQuN,JMiJeqpQJ
7553,Amethist,"Congo, The Democratic Republic of the",78,xO,179.51,qM,YEsMqHmHH
7554,Ajay,Israel,718,"Mn ",316.48,nxW,BrcLJ
7555,Ackerley,Grenada,798,BmCBKV,875.63,gvMCveQVgc,OCkzgswUPG
7556,Adrienne,Bhutan,5,ZkW,906.86,yXzI,xA k
7557,Boehike,Russian Federation,902,hYLVwS,918.28,ic,rZ lKXPUdq
7558,Ludewig,United States,844,GxtZzjgt,964.7,XuoB,axI
7559,Rosette,Nigeria,626,HYQR,171.72,iJsW,QGsnsNFL
7560,Carlson,New Caledonia,263,goDInmo,855.5,pdwMYlyUEC,IBvrXL
7561,Raseda,Philippines,452,JSPTmR,302.11,JaG,LxuR
7562,Schonfeld,Bosnia and Herzegovina,396,qW iz,231.07,hbES,QrJB
7563,Rustice,Algeria,811,HiGT,69.57,HovyF,ZzcqPSk
7564,Lasley,New Zealand,283,ZAILji,178.4,hzZ,QJjoI
7565,Winnick,Afghanistan,641,NYjM,392.83,SdY,QcbVhgBX
7566,Janith,Palau,521,fHl,262.9,SQpYmxzctl,YvfJyO
7567,Felizio,Fiji,88,mxgJ,374.09,wnzPSahx,UeEOvMI
7568,Cottle,Belarus,874,jhvKm,870.57,LOIUPWOV,tvgDFR
7569,Louanna,Wallis and Futuna,530,EzpWUCJ,923.11,GdCrveIjya,wA
7570,Fulmer,Saint Vincent and the Grenadines,520,gnY,582.26,EUhwZI,FNsOVZb
7571,Moseley,Dominica,212,FNpGhlOx,794.07,ANcvBcSkGM,QQBpFvZXe
7572,Odell,Nigeria,202,WG,597.01,hwX,teQDbIWAN
7573,Gaynor,Malawi,721,TfcyiN,97.63,sytP,gPFoF
7574,Tengdin,"Virgin Islands, British",678,CpGYKMMjM,503.78,fTaRuNQha,UmtwVCt
7575,Arne,Malta,340,uyb,233.56,BfX,BBEj
7576,Quent,"Macedonia, The Former Yugoslav Republic of",713,sEwx,795.19,UhmmUILN,ktRCJREyFx
7577,Merriott,Bangladesh,857,iaUCTlVbD,626.31,kpjyaDwX,ZvgJx
7578,Uird,Oman,304,ehn,719.85,BrPhx,rEnp
7579,Aida,Netherlands,238,Wrpayrl,929.77,JEd,xRrNf
7580,Brackely,Jordan,628,DcpV,898.6,FRA Q,uPi
7581,Horan,Belize,416,DCUVCV,914.01,OJgSjXwU,Siu
7582,LaRue,Colombia,36,NzjI,548.4,ooHSOf,Vrah
7583,Fontana,Northern Mariana Islands,61,DLqlaGQdj,65.95,pJja,aitiyF
7584,Kellby,El Salvador,29,FXv uUId,952.69,DRKSQhsKR,voJZhG
7585,Joeann,Egypt,531,rm,461.29,j nVRo,i gJJ
7586,Tryck,China,452,Kw,747.56,ihT,EwSgEwr
7587,Swanhildas,Ethiopia,9,DzHitTqqV,665.49,oDGizBh,LlJTW
7588,Herrera,Cameroon,727," QfeRK",752.44,zDQ,AGOxtb MX
7589,Schroth,Cocos (Keeling) Islands,277,kusCSbv,825.7,jQbNbYC,wC XFcKSun
7590,Jacobah,"Virgin Islands, British",116,RHBXWXjcR,1000.26,iOlP,ZaDfRAt
7591,Publia,Gibraltar,884,COCRl,299.75,kq,Sc
7592,Jerold,India,72,Nc,557.63,RyC,bDBdFd By
7593,Federica,Dominican Republic,910,"F ",274.09,ESNXeu,IL DAeju
7594,Hylan,Croatia,769,bp,963.56,FDLeii,CGMqqpdo
7595,Bennie,Madagascar,546,tJkZeqVFW,120.56,AuvAr,YE
7596,Malvino,China,173,WULoWip,759.12,ki,YwZuFiQm
7597,Lilas,Cocos (Keeling) Islands,207,"rM ",941.92,sCQe,BZWkDGtspe
7598,Bashemeth,Barbados,25,AKTAPCJqw,206.36,zJNeVB,NBargl
7599,Pattin,Belarus,974,yObmRTT,214.76,wBKVVkkx,elXCCTtN
7600,Brenn,Kuwait,474,hXiFte,858.61,jju diUKDh,DFLXaG
7601,Briney,Fiji,372,wQkRd,508.48,kuXeTRqeM,qnsGQ
7602,Moseley,India,782,YBja  Fts,827.45,sOfgc,"YchoQhDgP "
7603,Sherfield,Guyana,686,fFQSCJwvm,246.11," ZAxlkniGQ",OrijIAl
7604,Stephie,Cook Islands,796,LdjP,922.17,IQ," PdulHFl"
7605,Juan,Guinea-Bissau,536,SkQ,348.29,qvxefY,RDfQMrcLp
7606,Donoghue,Mauritius,518," W",619.52,ONNSjMtNP,GIVnAKKGh
7607,Gilmour,Heard Island and Mcdonald Islands,799," LiiNaBn",136.6,tFRWDAEst,WGw
7608,Anton,Dominican Republic,35,npDtHG,112.92,dafooSgbw,nKQFRIyE
7609,Natalia,Myanmar,151,Ri,909.88,RAh,xnbQ
7610,Korey,Saudi Arabia,698,khroqD,545.17,ykzgR,DYQQJLep
7611,Allina,India,488,vBsQZ,878.61,dt,jsT
7612,Zetta,Martinique,953,nmKC,872.28,sMUoT,cjpyfnD
7613,Havens,Saint Lucia,947,WUKU,389.17,RLUFyroTme,IGKTX
7614,Dex,Puerto Rico,154,xKqzHqjy,222.27,xnGwT," i"
7615,Olin,"Iran, Islamic Republic Of",593,miLx,243.82,SW,ikr
7616,Arathorn,Kenya,249,XeW,705.33,hMaEA,rPCRmVJ
7617,Saunderson,Azerbaijan,107,KiXgnBsbo,894.51,lUgFtgQ,iDvZos
7618,Rooney,"Moldova, Republic of",528,Pi,419.25,nNIjd,SoEbsQl
7619,Even,New Zealand,583,yACMH,616.35,oOGtG,fnrNEYum
7620,Hillel,Italy,991,YGqO,187.5,WrBDMrpSe,tTECwPkJ
7621,Koziara,Switzerland,665,MtWQDdCI,486.87,hwpqlIux,QtLQG
7622,LaRue,"Virgin Islands, U.S.",848,jU,932.33,UyPD zh,DCPNjW
7623,Edvard,Saint Kitts and Nevis,264,IYcMoNBG,77.83,ZDYWTUcT,opvBAWPNPK
7624,Koziara,Haiti,591,zmT,471.26,cMd,iOlODlQ
7625,Koziara,Sri Lanka,129,JXAxj,924.87,FSL,SS
7626,Bethany,Libyan Arab Jamahiriya,21,vyEtJgRa,356.59,GjnTViK,OHGqCPu
7627,Cynar,Botswana,293,cTzV,251.54,hoiqzRYx,uIudOfa
7628,Alexandr,Comoros,837,HvGeXRe,117.06,cnDkf,XmbPo
7629,Yam,Ghana,528,K PXIObzn,809.39,"yGmqZDW ",UcNHSj
7630,Kristi,Cayman Islands,341,GFvNo,463.43,gMpTgfwn,piTR gEoj
7631,Wenoa,Macao,287,IQUxg,999.92,XqqFiI,NAnM
7632,Jerold,Heard Island and Mcdonald Islands,294,eHZwwt,304.88,FzVB," S"
7633,Read,Austria,224,bKZspbQ,768.63,KsEArrrk,Qg
7634,Gunn,Azerbaijan,250,uqN,237.45,vR,Wln
7635,Hanleigh,Faroe Islands,108,hbGGc,492.39,pIqGgO,NgUm
7636,Madelene,Cambodia,626,nTr,619.63,jkT,gBs
7637,Gaspard,Poland,786,KeuLzrEc,612.05,MwBkvCT,lBtALrUC
7638,Raama,Tunisia,231,YMNiUyHYU,975.56,KwA,HOfZZLC
7639,LaRue,Samoa,400,OHO,437.2,SirZkn,ytbfL
7640,Manolo,Gibraltar,520,YnmIK,875.25,UsSs,VvlnMuNT
7641,Raffo,Saint Vincent and the Grenadines,857,CGscCC,408.94,aU,eplXSLDKu
7642,Dex,Uganda,567,LRChK,625.27,yTvWAJnJYj,hAdRAsrMF
7643,Kussell,Mali,968,OS,196.86,CNM,bE
7644,Connelly,Cambodia,655,McnuTBUG,572.75,xtpDhiO,wtIcku
7645,Israeli,Chad,861,wKcouqR,692.6,Wv,uJZ
7646,Merell,Heard Island and Mcdonald Islands,602," HZoejbr",296.27,iin,KVML
7647,Leopold,Lesotho,198,XbZ,790.3,wK,FcG
7648,Uund,Tajikistan,436,rxAe,983.13,YxB,JBUqwtT
7649,Hedve,Switzerland,354,CKyrdbdyK,316.76,kVxKtIS,wFfjblH
7650,Yerkovich,Estonia,204,UZsLOZmd,226.59,An,IuWdyxej
7651,Sigfrid,Albania,621,kr,425.59,ncsT,XJSll DlG
7652,Maryanne,Turkmenistan,931,Vm,869.93,Xo,ZoEAthXT
7653,Kare,Suriname,492,Cclux,81.33,GOx,VPGFjSRNI
7654,Kravits,Israel,242,WeJRidIM,625.63,IUsZHc,FtDwMNYes
7655,Poll,Svalbard and Jan Mayen,968,RKcuOL,657.33,MgYcX,FoG
7656,Auberbach,British Indian Ocean Territory,610,yV,572.99,kFJaV,dwXTWHE
7657,Toni,Belarus,958,jv,967.82,EwPM,UDqXIany
7658,Hubert,Djibouti,975,pRd,629.58,iYH,MvAKmAkUi
7659,Craggie,Indonesia,43,YnHYU,200.99,Mu,xUJZ
7660,Nisbet,Liberia,619,PsfeRYVn,224.85,gKaoLpU,wGxENGgDX
7661,Nedrud,Guadeloupe,187,AZtAP,594.06,vRzgZz,KDDDfOf
7662,Warthman,Vanuatu,720,JO,971.21,JtH,MYBGjdiLzb
7663,Hylan,Åland Islands,144,fzMyAeuo,6.56,XKZKXpD,GuQRZEl
7664,Corabella,Guernsey,568,pD,669.61,DdbRnm,Ahf
7665,Wallis,Zambia,133,t ru,875.16,Gsyoch,JTRjxw
7666,Briney,Ethiopia,490,uuH,59.13,YefwnUXmM,GK
7667,Campball,Western Sahara,651,CgK,739.08,WB,xnpLxasuf
7668,Atonsah,Poland,401,Yy,814.57,npoJY Yy,FVcv
7669,Jillane,Egypt,248,ZiP,815.07,fkpXwMDD,qXtxkn
7670,Ramona,Dominica,591,lNIP,969.6,yzQQLSocBH," zeIioEep"
7671,Barney,Cape Verde,478,GuwOn,85.21,kYFMB,NcOz
7672,Elsinore,"Congo, The Democratic Republic of the",435,nCK,465.77,WihuNC,eqOIa
7673,Thad,Samoa,99,WpuVEIkU,819.84,GpCRUCOxJ,Xf
7674,Ciapas,Guinea,764,uG,342.04,SdSNBknnWi,LE
7675,Vivle,Nigeria,41,XVWRbX,28.45,cxee,XjAhCJFcZb
7676,Curren,Czech Republic,946,dNdv,188.9,JoMZWV,SVJOI
7677,Demitria,Jordan,871,fsvgMLhwp,630.84,iQoJgqiw,eevfFkYI
7678,Burnside,Cyprus,57,WAqlOfZ,78.51,oMkLWqHc,NTNn
7679,Florina,Tokelau,356,EAEwkruqb,763.02,atiJaakM,HBc
7680,Barbey,French Guiana,249,ZiJ,853.39,HFTuinUS,a gdvhpjDh
7681,Rocray,Saint Kitts and Nevis,754,EtUXRUkxM,103.18,CwVgYh,lXVqcPpqoH
7682,Quent,Latvia,105,bke yT,211.9,rKZYKGsP,HTgroutH
7683,Tjon,Liberia,458,wEnmw,868.51,hxMXDaEm,MmDPrbR
7684,Gwenore,Timor-Leste,659,uiCH,940.25,VPe,TkZTeO
7685,Rebecka,"Korea, Democratic People""S Republic of",555,qffKv nr,452.03,Trp,OaNWzxnNgi
7686,Ledah,Tokelau,189,Kpoaumcn,813.98,KnjVnnwIn,mOa
7687,Vilma,Viet Nam,647,VhP,854.23,"pDTVoG ",GSLobo
7688,Vittoria,Bulgaria,730,lYvExUeR,193.59,yKvBvNDM,gqgJWoP
7689,Laverne,Gabon,966,DYhrL,573.48,KXariKx,GWhZp
7690,Horan,New Zealand,959,uhPLgIHyr,928.39,aRnbbLuwb,FHz
7691,Aloise,Tuvalu,747,FjfezpkVa,405.67,zCU SOvLS,jeLqLw
7692,Dosia,RWANDA,947,Eu,421.48,rKVfR," naOYXKjfW"
7693,Hieronymus,Guinea-Bissau,479,urrYHMY,646.21,NiK,lNmclSFr
7694,Xerxes,Azerbaijan,482,JC,135.44," ygXigrVY",vtBIO Zjz
7695,Mott,Bhutan,292,ZI,978.91,wARdyU,zp rxho
7696,Nelsen,"Moldova, Republic of",440,BABMAc,3.08,SfNtRRFa,ZKBQhghe
7697,Gwenore,Latvia,690,ybRlfEH,151.14,FPmwpses,iaCmhHqxP
7698,Norrie,Portugal,376,TESL,176.05,DRGafam,OSLkG
7699,Darian,United States,330,fQZOQKx,848.8,diHmrVUJ,qtlwuCq
7700,Urias,"Taiwan, Province of China",190,ZuHnuFUof,945.79,arQstRqK,fFIrqstw
7701,Edee,Syrian Arab Republic,392,OeV,867.69,IZfn," hkMG"
7702,Manolo,El Salvador,189,BXSrZY,671.44,XbMvvJck,vfdz
7703,Kauppi,Botswana,283,IvPFD,625.59,r oVoFw,"wSEJNBZ "
7704,Sammons,Philippines,275,RFed,912.56,XPiey,xjGcn
7705,Carolin,Qatar,391,hqqX,184.46,xSe,QgVxfCQb
